qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases
114	NZ_CP091811.1	1	131	5416	5548	1.46e-47	195.0	93.284	100	16129	131	1.0	0
43	NZ_CP091811.1	1	1471	5554	7019	0.0	2446.0	96.741	99	16129	1475	0.9972881355932204	0
107_R	NZ_CP091811.1	2	139	7026	7168	1.21e-53	215.0	94.406	99	16129	139	0.9928057553956836	0
36_R	NZ_CP091990.1	124	2101	1	1966	0.0	3559.0	99.242	94	2089	2101	0.9414564493098524	0
27	NZ_CP092076.1	5608	17162	13169	24733	0.0	18700.0	95.873	61	62386	19051	0.6065298409532308	0
35_R	NZ_CP092076.1	1	2828	27293	30120	0.0	5217.0	99.965	100	62386	2828	1.0	0
98_R	NZ_CP092862.1	2	145	1239	1382	4.0999999999999995e-54	217.0	93.75	89	246756	163	0.8834355828220859	0
55_R	NZ_CP092862.1	1	556	1447	1995	0.0	732.0	90.681	100	246756	556	1.0	0
61_R	NZ_CP092862.1	1	365	1996	2360	3.9199999999999997e-138	497.0	91.233	84	246756	432	0.8449074074074074	0
61	NZ_CP092862.1	68	432	200749	201113	3.9199999999999997e-138	497.0	91.233	84	246756	432	0.8449074074074074	0
55	NZ_CP092862.1	1	556	201114	201662	0.0	732.0	90.681	100	246756	556	1.0	0
98	NZ_CP092862.1	19	163	201727	201871	1.1399999999999999e-54	219.0	93.793	89	246756	163	0.8895705521472392	0
35_R	NZ_CP093393.1	1	2828	23860	26687	0.0	5201.0	99.859	100	58608	2828	1.0	0
130	NZ_CP093490.1	20	96	69769	69845	1.99e-20	104.0	90.909	71	338797	108	0.7129629629629629	0
107	NZ_CP093490.1	1	135	157425	157561	9.359999999999999e-55	219.0	95.62	97	338797	139	0.9712230215827338	0
43_R	NZ_CP093490.1	5	1475	157570	159039	0.0	2483.0	97.147	99	338797	1475	0.9972881355932204	0
85	NZ_CP093490.1	7	199	159046	159238	7.52e-68	263.0	91.371	87	338797	223	0.8654708520179372	0
68_R	NZ_CP093490.1	1	347	159357	159703	6.56e-150	536.0	94.54	100	338797	347	1.0	0
89_R	NZ_CP093490.1	1	209	159705	159913	1.9e-88	331.0	95.215	99	338797	210	0.9952380952380953	0
99_R	NZ_CP093490.1	110	159	159920	159970	3.26e-15	87.9	98.039	31	338797	159	0.3144654088050314	0
57	NZ_CP093490.1	1	523	160018	160540	0.0	922.0	98.47	100	338797	523	1.0	0
39	NZ_CP093490.1	1	1688	160601	162287	0.0	2789.0	96.513	100	338797	1688	1.0	0
132_R	NZ_CP093490.1	2	104	162383	162485	6.56e-45	185.0	99.029	99	338797	104	0.9903846153846154	0
89_R	NZ_CP093536.1	40	210	823387	823556	1.98e-58	231.0	91.228	81	2075606	210	0.8142857142857143	0
61_R	NZ_CP093922.1	228	430	3917	4119	2.0000000000000002e-71	276.0	91.133	47	76841	432	0.4699074074074074	0
27	NZ_CP095452.1	2755	10862	12436	20544	0.0	14718.0	99.433	43	64620	19051	0.4255944569838853	0
35_R	NZ_CP095452.1	1	2368	30490	32856	0.0	4255.0	99.113	84	64620	2828	0.8373408769448374	0
98_R	NZ_CP095659.1	1	104	105991	106094	7.0100000000000005e-37	159.0	94.231	64	128787	163	0.6380368098159509	0
98_R	NZ_CP095665.1	1	104	100969	101072	7.0100000000000005e-37	159.0	94.231	64	123766	163	0.6380368098159509	0
130	NZ_CP095725.1	19	96	32831	32908	2.5599999999999997e-24	117.0	93.671	72	475803	108	0.7222222222222222	0
35_R	NZ_CP095792.1	1	2828	25164	27991	0.0	5212.0	99.929	100	59528	2828	1.0	0
98_R	NZ_CP097712.1	1	163	161399	161561	5.2700000000000005e-58	230.0	92.025	100	188685	163	1.0	0
22	NZ_CP097718.1	5655	17033	1	11363	0.0	18988.0	96.816	35	34980	32098	0.3545080690385694	0
98	NZ_CP097720.1	1	163	4789	4951	5.2700000000000005e-58	230.0	92.025	100	201944	163	1.0	0
92_R	NZ_CP098163.1	3	199	4020	4214	6.5899999999999995e-68	263.0	90.863	99	11523	199	0.9899497487437184	0
107	NZ_CP098163.1	1	135	4267	4403	9.359999999999999e-55	219.0	95.62	97	11523	139	0.9712230215827338	0
43_R	NZ_CP098163.1	5	1475	4412	5880	0.0	2471.0	97.011	99	11523	1475	0.9972881355932204	0
68_R	NZ_CP098163.1	1	347	6206	6551	1.0999999999999999e-147	529.0	94.253	100	11523	347	1.0	0
89_R	NZ_CP098163.1	1	209	6553	6760	3.1700000000000003e-86	324.0	94.737	99	11523	210	0.9952380952380953	0
99_R	NZ_CP098163.1	110	159	6767	6817	3.26e-15	87.9	98.039	31	11523	159	0.3144654088050314	0
57	NZ_CP098163.1	1	523	6865	7388	0.0	911.0	98.092	100	11523	523	1.0	0
39	NZ_CP098163.1	1	1688	7449	9132	0.0	2765.0	96.277	100	11523	1688	1.0	0
132_R	NZ_CP098163.1	2	104	9225	9327	6.56e-45	185.0	99.029	99	11523	104	0.9903846153846154	0
132	NZ_CP098164.1	1	103	3662	3764	6.56e-45	185.0	99.029	99	10329	104	0.9903846153846154	0
39_R	NZ_CP098164.1	1	1688	3857	5550	0.0	2730.0	95.821	100	10329	1688	1.0	0
57_R	NZ_CP098164.1	1	523	5611	6133	0.0	922.0	98.47	100	10329	523	1.0	0
99	NZ_CP098164.1	1	50	6181	6231	3.26e-15	87.9	98.039	31	10329	159	0.3144654088050314	0
89	NZ_CP098164.1	2	207	6238	6443	1.9e-88	331.0	95.631	98	10329	210	0.9809523809523808	0
68	NZ_CP098164.1	1	347	6448	6794	6.56e-150	536.0	94.54	100	10329	347	1.0	0
43	NZ_CP098164.1	534	1471	7584	8516	0.0	1522.0	96.064	64	10329	1475	0.6359322033898305	0
107_R	NZ_CP098164.1	2	139	8522	8661	9.359999999999999e-55	219.0	95.0	99	10329	139	0.9928057553956836	0
107	NZ_CP098177.1	1	135	1155	1291	9.359999999999999e-55	219.0	95.62	97	8114	139	0.9712230215827338	0
43_R	NZ_CP098177.1	5	1475	1300	2766	0.0	2470.0	97.011	99	8114	1475	0.9972881355932204	0
114_R	NZ_CP098177.1	1	131	2773	2905	6.76e-51	206.0	94.737	100	8114	131	1.0	0
130	NZ_CP098177.1	17	99	3007	3089	1.9500000000000002e-35	154.0	100.0	77	8114	108	0.7685185185185185	0
68_R	NZ_CP098177.1	1	347	3247	3592	1.0999999999999999e-147	529.0	94.253	100	8114	347	1.0	0
89_R	NZ_CP098177.1	1	209	3594	3800	3.1700000000000003e-86	324.0	94.737	99	8114	210	0.9952380952380953	0
99_R	NZ_CP098177.1	110	159	3807	3857	3.26e-15	87.9	98.039	31	8114	159	0.3144654088050314	0
57	NZ_CP098177.1	1	523	3905	4424	0.0	907.0	98.088	100	8114	523	1.0	0
39	NZ_CP098177.1	1	1688	4485	6170	0.0	2778.0	96.395	100	8114	1688	1.0	0
132_R	NZ_CP098177.1	2	104	6266	6368	6.56e-45	185.0	99.029	99	8114	104	0.9903846153846154	0
35_R	NZ_CP098181.1	1	2368	9072	11439	0.0	4357.0	99.873	84	60138	2828	0.8373408769448374	0
98_R	NZ_CP098193.1	1	163	165121	165283	5.2700000000000005e-58	230.0	92.025	100	192025	163	1.0	0
35_R	NZ_CP098205.1	795	2368	1	1574	0.0	2830.0	99.111	56	62190	2828	0.5565770862800565	0
27	NZ_CP098205.1	5608	17157	48436	59967	0.0	20576.0	98.848	61	62190	19051	0.6062673875387119	0
130	NZ_CP098226.1	18	96	23513	23591	1.54e-21	108.0	91.139	73	50485	108	0.7314814814814815	0
130	NZ_CP098226.1	20	96	23630	23706	1.99e-20	104.0	90.909	73	50485	108	0.7129629629629629	0
130	NZ_CP098226.1	20	96	23745	23821	1.99e-20	104.0	90.909	73	50485	108	0.7129629629629629	0
22_R	NZ_CP098836.1	9967	32098	9208	31342	0.0	40607.0	99.783	69	33858	32098	0.6895133653187114	0
35_R	NZ_CP099335.1	1	2129	24125	26253	0.0	3932.0	100.0	75	59932	2828	0.7528288543140028	0
107	NZ_CP099945.1	59	138	14589	14669	1.25e-28	132.0	96.296	58	31451	139	0.5755395683453237	0
89_R	NZ_CP099945.1	39	210	16759	16930	1.53e-59	235.0	91.279	82	31451	210	0.819047619047619	0
99_R	NZ_CP099945.1	89	159	16917	16987	7e-17	93.5	90.141	45	31451	159	0.4465408805031446	0
57	NZ_CP099945.1	1	522	17035	17556	0.0	682.0	90.359	99	31451	523	0.9980879541108988	0
98_R	NZ_CP100545.1	1	163	19704	19866	5.2700000000000005e-58	230.0	92.025	100	135017	163	1.0	0
35_R	NZ_CP100687.1	1	2368	30084	32451	0.0	4307.0	99.493	84	62147	2828	0.8373408769448374	0
58	NZ_CP100696.1	301	506	6352	6557	2.3e-91	342.0	96.602	41	81966	506	0.4071146245059288	0
63	NZ_CP100696.1	2	429	6618	7047	0.0	715.0	96.744	99	81966	429	0.9976689976689976	0
90_R	NZ_CP100696.1	1	207	7049	7241	4.12e-70	270.0	91.304	100	81966	207	1.0	0
61	NZ_CP100696.1	2	432	17397	17827	8.139999999999999e-165	586.0	91.183	99	81966	432	0.9976851851851852	0
55	NZ_CP100696.1	1	556	17828	18383	0.0	806.0	92.832	100	81966	556	1.0	0
98	NZ_CP100696.1	1	163	18442	18604	1.12e-69	268.0	96.319	100	81966	163	1.0	0
22	NZ_CP100711.1	5909	22132	45535	61760	0.0	29719.0	99.729	51	77896	32098	0.5054520530874198	0
58	NZ_CP100719.1	301	506	6352	6557	2.3e-91	342.0	96.602	41	81966	506	0.4071146245059288	0
63	NZ_CP100719.1	2	429	6618	7047	0.0	715.0	96.744	99	81966	429	0.9976689976689976	0
90_R	NZ_CP100719.1	1	207	7049	7241	4.12e-70	270.0	91.304	100	81966	207	1.0	0
61	NZ_CP100719.1	2	432	17397	17827	8.139999999999999e-165	586.0	91.183	99	81966	432	0.9976851851851852	0
55	NZ_CP100719.1	1	556	17828	18383	0.0	806.0	92.832	100	81966	556	1.0	0
98	NZ_CP100719.1	1	163	18442	18604	1.12e-69	268.0	96.319	100	81966	163	1.0	0
22	NZ_CP100729.1	1524	22132	55049	75660	0.0	37794.0	99.767	64	83642	32098	0.6420649261636239	0
36	NZ_CP101208.1	273	2101	1	1817	0.0	3295.0	99.289	87	2089	2101	0.8705378391242266	0
27	NZ_CP101213.1	2782	10862	8640	16719	0.0	14678.0	99.456	42	62297	19051	0.4241772085454832	0
35_R	NZ_CP101213.1	1	2368	28300	30667	0.0	4368.0	99.958	84	62297	2828	0.8373408769448374	0
36_R	NZ_CP101231.1	1	1956	146	2089	0.0	3518.0	99.234	93	2089	2101	0.9309852451213708	0
61_R	NZ_CP101270.1	274	431	38750	38907	9.51e-55	220.0	91.772	37	115682	432	0.3657407407407407	0
98_R	NZ_CP101275.1	1	163	20543	20705	5.2700000000000005e-58	230.0	92.025	100	164754	163	1.0	0
35_R	NZ_CP101366.1	1	2368	26833	29200	0.0	4362.0	99.916	84	62098	2828	0.8373408769448374	0
22_R	NZ_CP101370.1	15339	32098	1	16761	0.0	30912.0	99.958	52	33309	32098	0.5221509128294598	0
22	NZ_CP101374.1	6030	17033	1	11004	0.0	20305.0	99.973	34	33309	32098	0.3428250981369555	0
89_R	NZ_CP101525.1	40	210	1374103	1374272	1.98e-58	231.0	91.228	81	3525317	210	0.8142857142857143	0
99	NZ_CP101526.1	1	50	76298	76347	3.28e-10	71.3	92.0	31	1260712	159	0.3144654088050314	0
89	NZ_CP101526.1	1	171	76354	76523	1.98e-58	231.0	91.228	81	1260712	210	0.8142857142857143	0
98	NZ_CP101742.1	1	163	39755	39917	5.2700000000000005e-58	230.0	92.025	100	189994	163	1.0	0
27_R	NZ_CP101793.1	5983	13444	1040	8489	0.0	13143.0	98.486	39	57327	19051	0.3916854758280405	0
35	NZ_CP101793.1	455	2828	50444	52817	0.0	4241.0	98.905	84	57327	2828	0.8394625176803394	0
57_R	NZ_CP101851.1	5	523	1950	2465	0.0	684.0	90.649	99	5549	523	0.9923518164435946	0
99	NZ_CP101851.1	2	52	2514	2564	4.21e-14	84.2	96.078	32	5549	159	0.320754716981132	0
89	NZ_CP101851.1	2	172	2571	2740	9.010000000000001e-72	276.0	95.906	81	5549	210	0.8142857142857143	0
130_R	NZ_CP101851.1	10	91	3387	3468	1.53e-26	124.0	93.902	76	5549	108	0.7592592592592593	0
43	NZ_CP101851.1	10	1453	3651	5095	0.0	2030.0	92.063	98	5549	1475	0.9789830508474576	0
107_R	NZ_CP101851.1	3	81	5131	5210	4.5099999999999995e-28	130.0	96.25	57	5549	139	0.5683453237410072	0
22	NZ_CP101861.1	1	12122	21187	33309	0.0	22352.0	99.951	38	33309	32098	0.3776559287183002	0
98_R	NZ_CP102062.1	1	163	19663	19825	5.2700000000000005e-58	230.0	92.025	100	152865	163	1.0	0
130_R	NZ_CP102349.1	12	88	2324	2400	9.19e-24	115.0	93.59	71	5827	108	0.7129629629629629	0
107_R	NZ_CP102353.1	8	72	190383	190446	2.13e-16	91.6	92.308	47	325864	139	0.4676258992805755	0
107	NZ_CP102356.1	65	129	44919	44982	2.13e-16	91.6	92.308	47	325864	139	0.4676258992805755	0
35	NZ_CP102672.1	455	2828	13004	15377	0.0	4368.0	99.874	84	62280	2828	0.8394625176803394	0
27_R	NZ_CP102672.1	8160	16270	25592	33701	0.0	14672.0	99.322	43	62280	19051	0.4257519290325967	0
27	NZ_CP102678.1	2782	10862	9198	17277	0.0	14672.0	99.443	42	62208	19051	0.4241772085454832	0
35_R	NZ_CP102678.1	1	2368	27522	29889	0.0	4368.0	99.958	84	62208	2828	0.8373408769448374	0
36	NZ_CP102700.1	821	2101	1	1281	0.0	2366.0	100.0	100	2101	2101	0.609709662065683	0
36	NZ_CP102700.1	1	820	1282	2101	0.0	1504.0	99.756	100	2101	2101	0.390290337934317	0
36_R	NZ_CP103476.1	516	2101	1	1573	0.0	2833.0	99.055	75	2088	2101	0.7548786292241789	0
22	NZ_CP103564.1	4433	17057	24740	37348	0.0	21638.0	97.628	39	37348	32098	0.3933266870209982	0
36_R	NZ_CP103565.1	79	2101	1	2023	0.0	3725.0	99.901	96	2101	2101	0.962874821513565	0
36_R	NZ_CP103625.1	343	2101	1	1746	0.0	3153.0	99.148	84	2088	2101	0.8372203712517848	0
36_R	NZ_CP103652.1	1048	2101	1	1041	0.0	1851.0	98.577	100	2088	2101	0.5016658733936221	0
36_R	NZ_CP103652.1	1	1047	1042	2088	0.0	1923.0	99.809	100	2088	2101	0.4983341266063779	0
22	NZ_CP103716.1	1441	17033	15089	30683	0.0	27750.0	98.789	49	34150	32098	0.4857935073836376	0
107	NZ_CP103998.1	65	133	183472	183539	5.92e-17	93.5	91.304	50	225629	139	0.4964028776978417	0
27	NZ_CP104081.1	2782	10862	9127	17206	0.0	14678.0	99.456	42	60959	19051	0.4241772085454832	0
35_R	NZ_CP104081.1	1	2828	27451	30278	0.0	5217.0	99.965	100	60959	2828	1.0	0
22_R	NZ_CP104125.1	15050	30655	17078	32682	0.0	27671.0	98.674	49	38583	32098	0.4861985170415602	0
130_R	NZ_CP104127.1	13	91	183958	184036	1.54e-21	108.0	91.139	73	3521513	108	0.7314814814814815	0
130	NZ_CP104131.1	18	96	2894214	2894292	1.54e-21	108.0	91.139	73	3521393	108	0.7314814814814815	0
130_R	NZ_CP104135.1	13	91	183950	184028	1.54e-21	108.0	91.139	73	3521547	108	0.7314814814814815	0
27	NZ_CP104329.1	2782	10862	71684	79763	0.0	14678.0	99.456	42	123517	19051	0.4241772085454832	0
35_R	NZ_CP104329.1	1	2368	90008	92375	0.0	4368.0	99.958	84	123517	2828	0.8373408769448374	0
99	NZ_CP104448.1	1	52	575463	575514	1.17e-14	86.1	96.154	33	4092895	159	0.3270440251572327	0
89	NZ_CP104448.1	2	172	575521	575691	1.18e-60	239.0	91.813	83	4092895	210	0.8142857142857143	0
107_R	NZ_CP104448.1	7	71	578128	578192	5.88e-22	110.0	96.923	51	4092895	139	0.4676258992805755	0
99	NZ_CP104448.1	1	52	607684	607735	1.17e-14	86.1	96.154	33	4092895	159	0.3270440251572327	0
89	NZ_CP104448.1	2	172	607742	607912	1.18e-60	239.0	91.813	83	4092895	210	0.8142857142857143	0
107_R	NZ_CP104448.1	7	71	610349	610413	5.88e-22	110.0	96.923	51	4092895	139	0.4676258992805755	0
99	NZ_CP104448.1	1	52	1104414	1104465	1.17e-14	86.1	96.154	33	4092895	159	0.3270440251572327	0
89	NZ_CP104448.1	2	172	1104472	1104642	1.18e-60	239.0	91.813	83	4092895	210	0.8142857142857143	0
107_R	NZ_CP104448.1	7	71	1107079	1107143	5.88e-22	110.0	96.923	51	4092895	139	0.4676258992805755	0
107	NZ_CP104448.1	63	133	1158016	1158086	5.88e-22	110.0	94.366	51	4092895	139	0.5107913669064749	0
89_R	NZ_CP104448.1	36	209	1160520	1160693	1.18e-60	239.0	91.379	83	4092895	210	0.8285714285714286	0
99_R	NZ_CP104448.1	108	159	1160700	1160751	1.17e-14	86.1	96.154	33	4092895	159	0.3270440251572327	0
107	NZ_CP104448.1	63	133	1328803	1328873	5.88e-22	110.0	94.366	51	4092895	139	0.5107913669064749	0
89_R	NZ_CP104448.1	36	209	1331307	1331480	1.18e-60	239.0	91.379	83	4092895	210	0.8285714285714286	0
99_R	NZ_CP104448.1	108	159	1331487	1331538	1.17e-14	86.1	96.154	33	4092895	159	0.3270440251572327	0
107	NZ_CP104448.1	63	133	1790147	1790217	5.88e-22	110.0	94.366	51	4092895	139	0.5107913669064749	0
89_R	NZ_CP104448.1	36	209	1792651	1792824	1.18e-60	239.0	91.379	83	4092895	210	0.8285714285714286	0
99_R	NZ_CP104448.1	108	159	1792831	1792882	1.17e-14	86.1	96.154	33	4092895	159	0.3270440251572327	0
36	NZ_CP104515.1	894	2101	1	1208	0.0	2226.0	99.917	100	2089	2101	0.5749643027129938	0
36	NZ_CP104515.1	1	893	1209	2089	0.0	1555.0	98.322	100	2089	2101	0.4250356972870062	0
22	NZ_CP104609.1	1	17033	1680	18713	0.0	31416.0	99.959	53	33310	32098	0.5306561156458346	0
35_R	NZ_CP104622.1	1	2368	31675	34042	0.0	4362.0	99.916	84	66033	2828	0.8373408769448374	0
98_R	NZ_CP104666.1	1	104	109049	109152	7.0100000000000005e-37	159.0	94.231	64	131846	163	0.6380368098159509	0
35_R	NZ_CP104668.1	1	2368	24604	26971	0.0	4373.0	100.0	84	58872	2828	0.8373408769448374	0
35_R	NZ_CP106858.1	1	2368	23560	25927	0.0	4296.0	99.409	84	57310	2828	0.8373408769448374	0
22_R	NZ_CP107047.1	15063	32098	1479	18515	0.0	31416.0	99.953	53	30124	32098	0.5307495794130476	0
22_R	NZ_CP107287.1	15063	31342	11758	28035	0.0	29170.0	99.011	51	33549	32098	0.5071967100753941	0
107	NZ_CP109864.1	65	129	6244	6307	2.13e-16	91.6	92.308	47	1155326	139	0.4676258992805755	0
98	NZ_CP109956.1	1	163	54209	54371	5.2700000000000005e-58	230.0	92.025	100	255823	163	1.0	0
22	NZ_CP110120.1	1441	12031	23233	33826	0.0	18729.0	98.585	33	33826	32098	0.3299582528506449	0
22	NZ_CP110172.1	4042	17033	1	12993	0.0	23959.0	99.954	40	33309	32098	0.4047604212100442	0
107_R	NZ_CP110385.1	8	72	202683	202746	2.13e-16	91.6	92.308	49	1186512	139	0.4676258992805755	0
107	NZ_CP110385.1	65	129	626147	626210	2.13e-16	91.6	92.308	49	1186512	139	0.4676258992805755	0
107	NZ_CP110385.1	65	129	898751	898814	2.13e-16	91.6	92.308	49	1186512	139	0.4676258992805755	0
36_R	NZ_CP110403.1	1000	2101	1	1090	0.0	1930.0	98.459	100	2089	2101	0.5245121370775822	0
36_R	NZ_CP110403.1	1	999	1091	2089	0.0	1840.0	99.9	100	2089	2101	0.4754878629224179	0
36_R	NZ_CP110409.1	227	2101	1	1863	0.0	3358.0	99.094	89	2089	2101	0.8924321751546882	0
55	NZ_CP110658.1	1	547	193624	194170	0.0	789.0	92.714	98	271960	556	0.9838129496402878	0
98	NZ_CP110658.1	1	163	194238	194400	2.42e-66	257.0	95.092	100	271960	163	1.0	0
22_R	NZ_CP110861.1	15063	31342	34334	50608	0.0	29211.0	99.06	51	56157	32098	0.5071967100753941	0
99	NZ_CP113979.1	2	49	681007	681054	9.12e-11	73.1	93.75	30	1979818	159	0.3018867924528302	0
89	NZ_CP113979.1	1	171	681062	681231	1.98e-58	231.0	91.228	81	1979818	210	0.8142857142857143	0
22_R	NZ_CP114365.1	9967	32098	5141	27275	0.0	40751.0	99.901	69	29750	32098	0.6895133653187114	0
35	NZ_CP114593.1	461	2828	29529	31896	0.0	4296.0	99.409	84	60306	2828	0.8373408769448374	0
27_R	NZ_CP114593.1	8155	19051	40790	51685	0.0	19928.0	99.679	57	60306	19051	0.5719909716025405	0
36_R	NZ_CP115323.1	1	1977	125	2113	0.0	3585.0	99.296	94	2113	2101	0.9409804854831032	0
36_R	NZ_CP115347.1	1	1757	345	2113	0.0	3184.0	99.265	84	2113	2101	0.8362684435982866	0
36	NZ_CP115389.1	478	2101	1	1632	0.0	2913.0	98.961	77	2104	2101	0.7729652546406474	0
99	NZ_CP115947.1	2	49	1101168	1101215	9.12e-11	73.1	93.75	30	2326525	159	0.3018867924528302	0
89	NZ_CP115947.1	1	171	1101223	1101392	1.98e-58	231.0	91.228	81	2326525	210	0.8142857142857143	0
85_R	NZ_CP115947.1	72	148	1449984	1450060	1.04e-21	110.0	92.308	35	2326525	223	0.3452914798206278	0
130_R	NZ_CP115947.1	13	89	1450175	1450251	1.99e-20	104.0	90.909	71	2326525	108	0.7129629629629629	0
85_R	NZ_CP115947.1	72	148	1450474	1450550	1.04e-21	110.0	92.308	35	2326525	223	0.3452914798206278	0
130_R	NZ_CP115947.1	13	89	1450665	1450741	1.99e-20	104.0	90.909	71	2326525	108	0.7129629629629629	0
99	NZ_CP115956.1	2	49	1099815	1099862	9.12e-11	73.1	93.75	30	1973144	159	0.3018867924528302	0
89	NZ_CP115956.1	1	171	1099870	1100039	1.98e-58	231.0	91.228	81	1973144	210	0.8142857142857143	0
89_R	NZ_CP115958.1	40	210	656881	657050	1.98e-58	231.0	91.228	81	2067958	210	0.8142857142857143	0
22	NZ_CP116078.1	4433	18658	24221	38412	0.0	24218.0	97.439	44	42640	32098	0.4432051841236214	0
36_R	NZ_CP116105.1	1	2096	6	2101	0.0	3860.0	99.905	99	2101	2101	0.997620180866254	0
36_R	NZ_CP116122.1	1	2096	6	2113	0.0	3805.0	99.336	99	2113	2101	0.997620180866254	0
22	NZ_CP116128.1	2061	17033	1	14961	0.0	26127.0	98.179	47	30896	32098	0.4664776621596361	0
36_R	NZ_CP116134.1	1	2096	6	2089	0.0	3777.0	99.285	99	2089	2101	0.997620180866254	0
36_R	NZ_CP116143.1	615	2101	1	1475	0.0	2652.0	98.992	71	2089	2101	0.7077582103760114	0
36_R	NZ_CP116193.1	1	2096	6	2101	0.0	3860.0	99.905	99	2101	2101	0.997620180866254	0
36_R	NZ_CP116196.1	1	2096	6	2101	0.0	3860.0	99.905	99	2101	2101	0.997620180866254	0
36	NZ_CP116922.1	999	2101	1	1103	0.0	2037.0	100.0	100	2100	2101	0.5249881009043312	0
36	NZ_CP116922.1	1	998	1104	2100	0.0	1820.0	99.6	100	2100	2101	0.4750118990956687	0
98_R	NZ_CP116971.1	1	163	39750	39912	5.23e-63	246.0	93.865	100	164599	163	1.0	0
55_R	NZ_CP116971.1	1	556	39971	40525	0.0	732.0	90.502	100	164599	556	1.0	0
61_R	NZ_CP116971.1	1	432	40526	40957	1.06e-158	566.0	90.278	100	164599	432	1.0	0
35_R	NZ_CP116975.1	1	2828	27441	30268	0.0	5217.0	99.965	100	62582	2828	1.0	0
98_R	NZ_CP116982.1	1	104	62927	63030	7.0100000000000005e-37	159.0	94.231	64	156174	163	0.6380368098159509	0
27	NZ_CP117565.1	4836	10897	12274	18330	0.0	10807.0	98.862	32	62457	19051	0.3181985197627421	0
35_R	NZ_CP117565.1	1	2368	28554	30921	0.0	4318.0	99.578	84	62457	2828	0.8373408769448374	0
22	NZ_CP117674.1	1	14469	18840	33310	0.0	26677.0	99.945	45	33310	32098	0.4507757492678672	0
22	NZ_CP117726.1	1	18658	1	18662	0.0	33639.0	99.207	58	32938	32098	0.5812823228861611	0
35_R	NZ_CP118409.1	1	2368	26440	28807	0.0	4373.0	100.0	84	62366	2828	0.8373408769448374	0
27	NZ_CP118604.1	2782	10862	8640	16719	0.0	14672.0	99.443	42	60980	19051	0.4241772085454832	0
35_R	NZ_CP118604.1	1	2828	26964	29804	0.0	4719.0	96.757	100	60980	2828	1.0	0
22_R	NZ_CP119125.1	8554	27666	16303	35399	0.0	33624.0	98.438	60	37257	32098	0.5954576609134525	0
99	NZ_CP119140.1	1	52	1203013	1203064	2.53e-11	75.0	92.308	33	2168363	159	0.3270440251572327	0
89	NZ_CP119140.1	2	171	1203071	1203239	7.07e-63	246.0	92.982	81	2168363	210	0.8095238095238095	0
99	NZ_CP119140.1	1	52	1561258	1561309	2.53e-11	75.0	92.308	33	2168363	159	0.3270440251572327	0
89	NZ_CP119140.1	2	171	1561316	1561484	7.07e-63	246.0	92.982	81	2168363	210	0.8095238095238095	0
99	NZ_CP119140.1	1	52	1665152	1665203	2.53e-11	75.0	92.308	33	2168363	159	0.3270440251572327	0
89	NZ_CP119140.1	2	171	1665210	1665378	7.07e-63	246.0	92.982	81	2168363	210	0.8095238095238095	0
89_R	NZ_CP119140.1	40	209	1893407	1893575	7.07e-63	246.0	92.982	81	2168363	210	0.8095238095238095	0
99_R	NZ_CP119140.1	108	159	1893582	1893633	2.53e-11	75.0	92.308	33	2168363	159	0.3270440251572327	0
99	NZ_CP119142.1	1	52	1204936	1204987	2.53e-11	75.0	92.308	33	2167441	159	0.3270440251572327	0
89	NZ_CP119142.1	2	171	1204994	1205162	7.07e-63	246.0	92.982	81	2167441	210	0.8095238095238095	0
99	NZ_CP119142.1	1	52	1559559	1559610	2.53e-11	75.0	92.308	33	2167441	159	0.3270440251572327	0
89	NZ_CP119142.1	2	171	1559617	1559785	7.07e-63	246.0	92.982	81	2167441	210	0.8095238095238095	0
99	NZ_CP119142.1	1	52	1663444	1663495	2.53e-11	75.0	92.308	33	2167441	159	0.3270440251572327	0
89	NZ_CP119142.1	2	171	1663502	1663670	7.07e-63	246.0	92.982	81	2167441	210	0.8095238095238095	0
89_R	NZ_CP119142.1	40	209	1892765	1892933	7.07e-63	246.0	92.982	81	2167441	210	0.8095238095238095	0
99_R	NZ_CP119142.1	108	159	1892940	1892991	2.53e-11	75.0	92.308	33	2167441	159	0.3270440251572327	0
128	NZ_CP119424.1	36	114	79315	79393	3.53e-28	130.0	96.203	69	2139191	114	0.6929824561403509	0
128	NZ_CP119424.1	36	114	82260	82338	3.53e-28	130.0	96.203	69	2139191	114	0.6929824561403509	0
128_R	NZ_CP119424.1	1	79	1806576	1806654	3.53e-28	130.0	96.203	69	2139191	114	0.6929824561403509	0
61	NZ_CP119736.1	167	432	69688	69953	4.15e-98	364.0	91.353	62	101028	432	0.6157407407407407	0
55	NZ_CP119736.1	1	556	69954	70508	0.0	749.0	91.007	100	101028	556	1.0	0
98	NZ_CP119736.1	1	162	70567	70728	1.88e-62	244.0	93.827	99	101028	163	0.9938650306748468	0
98_R	NZ_CP119742.1	2	163	95972	96133	1.88e-62	244.0	93.827	99	101030	163	0.9938650306748468	0
55_R	NZ_CP119742.1	1	553	96192	96743	0.0	749.0	91.139	99	101030	556	0.9946043165467626	0
61_R	NZ_CP119742.1	1	266	96747	97012	4.15e-98	364.0	91.353	62	101030	432	0.6157407407407407	0
61	NZ_CP121360.1	2	292	10633	10923	5.22e-117	427.0	93.127	67	93908	432	0.6736111111111112	0
